id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kelompok_pengeluaran;kode_bulan;bulan;inflasi;satuan;tahun;Cluster
495;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;7.05;PERSEN;2024;2
496;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;5;MEI;5.52;PERSEN;2024;2
497;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;5;MEI;1.55;PERSEN;2024;2
498;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;5;MEI;-0.18;PERSEN;2024;2
499;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;5;MEI;-0.51;PERSEN;2024;2
500;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;5;MEI;3.98;PERSEN;2024;2
501;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;5;MEI;0.22;PERSEN;2024;2
502;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;5;MEI;-0.13;PERSEN;2024;2
503;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;5;MEI;0.62;PERSEN;2024;2
504;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;5;MEI;0.43;PERSEN;2024;2
505;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;5;MEI;2.21;PERSEN;2024;2
506;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;5.84;PERSEN;2024;2
507;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;5;MEI;4.35;PERSEN;2024;2
508;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;5;MEI;1.76;PERSEN;2024;2
509;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;5;MEI;0.65;PERSEN;2024;2
510;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;5;MEI;0.75;PERSEN;2024;2
511;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;5;MEI;0.44;PERSEN;2024;2
512;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;5;MEI;0.36;PERSEN;2024;2
513;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;5;MEI;0.16;PERSEN;2024;2
514;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;5;MEI;1.47;PERSEN;2024;2
515;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;5;MEI;1.42;PERSEN;2024;2
516;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;5;MEI;1.08;PERSEN;2024;2
517;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;1.88;PERSEN;2024;2
518;32;JAWA BARAT;3275;KOTA BEKASI;MAKANAN, MINUMAN DAN TEMBAKAU;5;MEI;7.36;PERSEN;2024;2
519;32;JAWA BARAT;3275;KOTA BEKASI;PAKAIAN DAN ALAS KAKI;5;MEI;1.78;PERSEN;2024;2
520;32;JAWA BARAT;3275;KOTA BEKASI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;5;MEI;-0.26;PERSEN;2024;2
521;32;JAWA BARAT;3275;KOTA BEKASI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;5;MEI;0.7;PERSEN;2024;2
522;32;JAWA BARAT;3275;KOTA BEKASI;KESEHATAN;5;MEI;3.52;PERSEN;2024;2
523;32;JAWA BARAT;3275;KOTA BEKASI;TRANSPORTASI;5;MEI;0.77;PERSEN;2024;2
524;32;JAWA BARAT;3275;KOTA BEKASI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;5;MEI;0.15;PERSEN;2024;2
525;32;JAWA BARAT;3275;KOTA BEKASI;REKREASI, OLAHRAGA DAN BUDAYA;5;MEI;8.63;PERSEN;2024;2
526;32;JAWA BARAT;3275;KOTA BEKASI;PENDIDIKAN;5;MEI;2.27;PERSEN;2024;2
527;32;JAWA BARAT;3275;KOTA BEKASI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;5;MEI;3.35;PERSEN;2024;2
528;32;JAWA BARAT;3275;KOTA BEKASI;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;7.93;PERSEN;2024;2
529;32;JAWA BARAT;3276;KOTA DEPOK;MAKANAN, MINUMAN DAN TEMBAKAU;5;MEI;3.69;PERSEN;2024;2
530;32;JAWA BARAT;3276;KOTA DEPOK;PAKAIAN DAN ALAS KAKI;5;MEI;0.63;PERSEN;2024;2
531;32;JAWA BARAT;3276;KOTA DEPOK;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;5;MEI;1.73;PERSEN;2024;2
532;32;JAWA BARAT;3276;KOTA DEPOK;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;5;MEI;2.96;PERSEN;2024;2
533;32;JAWA BARAT;3276;KOTA DEPOK;KESEHATAN;5;MEI;1.98;PERSEN;2024;2
534;32;JAWA BARAT;3276;KOTA DEPOK;TRANSPORTASI;5;MEI;1.19;PERSEN;2024;2
535;32;JAWA BARAT;3276;KOTA DEPOK;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;5;MEI;-0.93;PERSEN;2024;2
536;32;JAWA BARAT;3276;KOTA DEPOK;REKREASI, OLAHRAGA DAN BUDAYA;5;MEI;4.25;PERSEN;2024;2
537;32;JAWA BARAT;3276;KOTA DEPOK;PENDIDIKAN;5;MEI;2.18;PERSEN;2024;2
538;32;JAWA BARAT;3276;KOTA DEPOK;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;5;MEI;2.15;PERSEN;2024;2
539;32;JAWA BARAT;3276;KOTA DEPOK;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;6.91;PERSEN;2024;2
540;32;JAWA BARAT;3278;KOTA TASIKMALAYA;MAKANAN, MINUMAN DAN TEMBAKAU;5;MEI;4.97;PERSEN;2024;2
541;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PAKAIAN DAN ALAS KAKI;5;MEI;0.79;PERSEN;2024;2
542;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;5;MEI;0.39;PERSEN;2024;2
543;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;5;MEI;0.14;PERSEN;2024;2
544;32;JAWA BARAT;3278;KOTA TASIKMALAYA;KESEHATAN;5;MEI;0.72;PERSEN;2024;2
545;32;JAWA BARAT;3278;KOTA TASIKMALAYA;TRANSPORTASI;5;MEI;0.84;PERSEN;2024;2
546;32;JAWA BARAT;3278;KOTA TASIKMALAYA;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;5;MEI;-0.98;PERSEN;2024;2
547;32;JAWA BARAT;3278;KOTA TASIKMALAYA;REKREASI, OLAHRAGA DAN BUDAYA;5;MEI;2.68;PERSEN;2024;2
548;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PENDIDIKAN;5;MEI;2.63;PERSEN;2024;2
549;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;5;MEI;0.56;PERSEN;2024;2
550;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;4.42;PERSEN;2024;2
551;32;JAWA BARAT;3204;KABUPATEN BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;2.75;PERSEN;2024;5
552;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PAKAIAN DAN ALAS KAKI;6;JUNI;3.6;PERSEN;2024;5
553;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0.66;PERSEN;2024;5
554;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;1.06;PERSEN;2024;5
555;32;JAWA BARAT;3204;KABUPATEN BANDUNG;KESEHATAN;6;JUNI;4.28;PERSEN;2024;5
556;32;JAWA BARAT;3204;KABUPATEN BANDUNG;TRANSPORTASI;6;JUNI;-0.48;PERSEN;2024;5
557;32;JAWA BARAT;3204;KABUPATEN BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;-0.83;PERSEN;2024;5
558;32;JAWA BARAT;3204;KABUPATEN BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;2.64;PERSEN;2024;5
559;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PENDIDIKAN;6;JUNI;0.03;PERSEN;2024;5
560;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;4.69;PERSEN;2024;5
561;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;4.98;PERSEN;2024;5
562;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;3.08;PERSEN;2024;5
563;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PAKAIAN DAN ALAS KAKI;6;JUNI;3.48;PERSEN;2024;5
564;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0.63;PERSEN;2024;5
565;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;-0.64;PERSEN;2024;5
566;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;KESEHATAN;6;JUNI;1.7;PERSEN;2024;5
567;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;TRANSPORTASI;6;JUNI;0.42;PERSEN;2024;5
568;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;-0.6;PERSEN;2024;5
569;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;0.13;PERSEN;2024;5
570;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PENDIDIKAN;6;JUNI;0.25;PERSEN;2024;5
571;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;1.77;PERSEN;2024;5
572;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;3.21;PERSEN;2024;5
573;32;JAWA BARAT;3213;KABUPATEN SUBANG;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;3.59;PERSEN;2024;5
574;32;JAWA BARAT;3213;KABUPATEN SUBANG;PAKAIAN DAN ALAS KAKI;6;JUNI;-0.2;PERSEN;2024;5
575;32;JAWA BARAT;3213;KABUPATEN SUBANG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;1.3;PERSEN;2024;5
576;32;JAWA BARAT;3213;KABUPATEN SUBANG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;-0.12;PERSEN;2024;5
577;32;JAWA BARAT;3213;KABUPATEN SUBANG;KESEHATAN;6;JUNI;1.55;PERSEN;2024;5
578;32;JAWA BARAT;3213;KABUPATEN SUBANG;TRANSPORTASI;6;JUNI;0.83;PERSEN;2024;5
579;32;JAWA BARAT;3213;KABUPATEN SUBANG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;-0.6;PERSEN;2024;5
580;32;JAWA BARAT;3213;KABUPATEN SUBANG;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;2.96;PERSEN;2024;5
581;32;JAWA BARAT;3213;KABUPATEN SUBANG;PENDIDIKAN;6;JUNI;0.67;PERSEN;2024;5
582;32;JAWA BARAT;3213;KABUPATEN SUBANG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;2.61;PERSEN;2024;5
583;32;JAWA BARAT;3213;KABUPATEN SUBANG;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;9.75;PERSEN;2024;5
584;32;JAWA BARAT;3271;KOTA BOGOR;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;4.47;PERSEN;2024;2
585;32;JAWA BARAT;3271;KOTA BOGOR;PAKAIAN DAN ALAS KAKI;6;JUNI;1.13;PERSEN;2024;2
586;32;JAWA BARAT;3271;KOTA BOGOR;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;2.28;PERSEN;2024;2
587;32;JAWA BARAT;3271;KOTA BOGOR;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;0.22;PERSEN;2024;2
588;32;JAWA BARAT;3271;KOTA BOGOR;KESEHATAN;6;JUNI;1.75;PERSEN;2024;2
589;32;JAWA BARAT;3271;KOTA BOGOR;TRANSPORTASI;6;JUNI;2.21;PERSEN;2024;2
590;32;JAWA BARAT;3271;KOTA BOGOR;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;0.46;PERSEN;2024;2
591;32;JAWA BARAT;3271;KOTA BOGOR;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;0.6;PERSEN;2024;2
592;32;JAWA BARAT;3271;KOTA BOGOR;PENDIDIKAN;6;JUNI;0.82;PERSEN;2024;2
593;32;JAWA BARAT;3271;KOTA BOGOR;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;0.54;PERSEN;2024;2
594;32;JAWA BARAT;3271;KOTA BOGOR;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;7.01;PERSEN;2024;2
595;32;JAWA BARAT;3272;KOTA SUKABUMI;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;4.54;PERSEN;2024;2
596;32;JAWA BARAT;3272;KOTA SUKABUMI;PAKAIAN DAN ALAS KAKI;6;JUNI;2.35;PERSEN;2024;2
597;32;JAWA BARAT;3272;KOTA SUKABUMI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0.63;PERSEN;2024;2
598;32;JAWA BARAT;3272;KOTA SUKABUMI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;0.08;PERSEN;2024;2
599;32;JAWA BARAT;3272;KOTA SUKABUMI;KESEHATAN;6;JUNI;3.16;PERSEN;2024;2
600;32;JAWA BARAT;3272;KOTA SUKABUMI;TRANSPORTASI;6;JUNI;0.42;PERSEN;2024;2
601;32;JAWA BARAT;3272;KOTA SUKABUMI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;-1.72;PERSEN;2024;2
602;32;JAWA BARAT;3272;KOTA SUKABUMI;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;3.04;PERSEN;2024;2
603;32;JAWA BARAT;3272;KOTA SUKABUMI;PENDIDIKAN;6;JUNI;0.09;PERSEN;2024;2
604;32;JAWA BARAT;3272;KOTA SUKABUMI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;1.85;PERSEN;2024;2
605;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;7.16;PERSEN;2024;2
606;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;4.65;PERSEN;2024;2
607;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;6;JUNI;1.68;PERSEN;2024;2
608;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;-0.29;PERSEN;2024;2
609;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;-0.54;PERSEN;2024;2
610;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;6;JUNI;4.01;PERSEN;2024;2
611;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;6;JUNI;0.79;PERSEN;2024;2
612;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;-0.08;PERSEN;2024;2
613;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;0.67;PERSEN;2024;2
614;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;6;JUNI;0.37;PERSEN;2024;2
615;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;2.4;PERSEN;2024;2
616;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;6.45;PERSEN;2024;2
617;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;2.47;PERSEN;2024;2
618;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;6;JUNI;1.79;PERSEN;2024;2
619;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0.66;PERSEN;2024;2
620;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;0.78;PERSEN;2024;2
621;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;6;JUNI;0.44;PERSEN;2024;2
622;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;6;JUNI;0.85;PERSEN;2024;2
623;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;0.16;PERSEN;2024;2
624;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;1.47;PERSEN;2024;2
625;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;6;JUNI;1.42;PERSEN;2024;2
626;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;1.01;PERSEN;2024;2
627;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;2.15;PERSEN;2024;2
628;32;JAWA BARAT;3275;KOTA BEKASI;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;7.04;PERSEN;2024;2
629;32;JAWA BARAT;3275;KOTA BEKASI;PAKAIAN DAN ALAS KAKI;6;JUNI;2.07;PERSEN;2024;2
630;32;JAWA BARAT;3275;KOTA BEKASI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;-0.62;PERSEN;2024;2
631;32;JAWA BARAT;3275;KOTA BEKASI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;0.19;PERSEN;2024;2
632;32;JAWA BARAT;3275;KOTA BEKASI;KESEHATAN;6;JUNI;1.51;PERSEN;2024;2
633;32;JAWA BARAT;3275;KOTA BEKASI;TRANSPORTASI;6;JUNI;1.23;PERSEN;2024;2
634;32;JAWA BARAT;3275;KOTA BEKASI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;0.15;PERSEN;2024;2
635;32;JAWA BARAT;3275;KOTA BEKASI;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;8.61;PERSEN;2024;2
636;32;JAWA BARAT;3275;KOTA BEKASI;PENDIDIKAN;6;JUNI;2.27;PERSEN;2024;2
637;32;JAWA BARAT;3275;KOTA BEKASI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;1.93;PERSEN;2024;2
638;32;JAWA BARAT;3275;KOTA BEKASI;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;8.42;PERSEN;2024;2
639;32;JAWA BARAT;3276;KOTA DEPOK;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;3.03;PERSEN;2024;2
640;32;JAWA BARAT;3276;KOTA DEPOK;PAKAIAN DAN ALAS KAKI;6;JUNI;0.67;PERSEN;2024;2
641;32;JAWA BARAT;3276;KOTA DEPOK;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0.99;PERSEN;2024;2
642;32;JAWA BARAT;3276;KOTA DEPOK;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;2.84;PERSEN;2024;2
643;32;JAWA BARAT;3276;KOTA DEPOK;KESEHATAN;6;JUNI;2.12;PERSEN;2024;2
644;32;JAWA BARAT;3276;KOTA DEPOK;TRANSPORTASI;6;JUNI;1.92;PERSEN;2024;2
645;32;JAWA BARAT;3276;KOTA DEPOK;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;-0.89;PERSEN;2024;2
646;32;JAWA BARAT;3276;KOTA DEPOK;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;3.99;PERSEN;2024;2
647;32;JAWA BARAT;3276;KOTA DEPOK;PENDIDIKAN;6;JUNI;2.18;PERSEN;2024;2
648;32;JAWA BARAT;3276;KOTA DEPOK;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;2.17;PERSEN;2024;2
649;32;JAWA BARAT;3276;KOTA DEPOK;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;7.22;PERSEN;2024;2
650;32;JAWA BARAT;3278;KOTA TASIKMALAYA;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;4.54;PERSEN;2024;2
651;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PAKAIAN DAN ALAS KAKI;6;JUNI;0.86;PERSEN;2024;2
652;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0.44;PERSEN;2024;2
653;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;-0.06;PERSEN;2024;2
654;32;JAWA BARAT;3278;KOTA TASIKMALAYA;KESEHATAN;6;JUNI;0.69;PERSEN;2024;2
655;32;JAWA BARAT;3278;KOTA TASIKMALAYA;TRANSPORTASI;6;JUNI;1.12;PERSEN;2024;2
656;32;JAWA BARAT;3278;KOTA TASIKMALAYA;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;-0.98;PERSEN;2024;2
657;32;JAWA BARAT;3278;KOTA TASIKMALAYA;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;2.55;PERSEN;2024;2
658;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PENDIDIKAN;6;JUNI;2.63;PERSEN;2024;2
659;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;0.56;PERSEN;2024;2
660;32;JAWA BARAT;3278;KOTA TASIKMALAYA;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;4.45;PERSEN;2024;2
661;32;JAWA BARAT;3204;KABUPATEN BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;7;JULI;2.64;PERSEN;2024;5
662;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PAKAIAN DAN ALAS KAKI;7;JULI;3.6;PERSEN;2024;5
663;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;7;JULI;0.91;PERSEN;2024;5
664;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;7;JULI;1.74;PERSEN;2024;5
665;32;JAWA BARAT;3204;KABUPATEN BANDUNG;KESEHATAN;7;JULI;3.81;PERSEN;2024;5
666;32;JAWA BARAT;3204;KABUPATEN BANDUNG;TRANSPORTASI;7;JULI;-0.52;PERSEN;2024;5
667;32;JAWA BARAT;3204;KABUPATEN BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;7;JULI;-0.83;PERSEN;2024;5
668;32;JAWA BARAT;3204;KABUPATEN BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;7;JULI;2.47;PERSEN;2024;5
669;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PENDIDIKAN;7;JULI;2.04;PERSEN;2024;5
670;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;7;JULI;3.97;PERSEN;2024;5
671;32;JAWA BARAT;3204;KABUPATEN BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;7;JULI;6.25;PERSEN;2024;5
672;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;MAKANAN, MINUMAN DAN TEMBAKAU;7;JULI;4.43;PERSEN;2024;5
673;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PAKAIAN DAN ALAS KAKI;7;JULI;5.01;PERSEN;2024;5
674;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;7;JULI;0.65;PERSEN;2024;5
675;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;7;JULI;-0.74;PERSEN;2024;5
676;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;KESEHATAN;7;JULI;2.2;PERSEN;2024;5
677;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;TRANSPORTASI;7;JULI;0.52;PERSEN;2024;5
678;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;7;JULI;-0.62;PERSEN;2024;5
679;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;REKREASI, OLAHRAGA DAN BUDAYA;7;JULI;0.62;PERSEN;2024;5
680;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;PENDIDIKAN;7;JULI;0.25;PERSEN;2024;5
